Rating,Ulasan,Sentimen,Tanggal
1,hallo aplikasi vidio paket saya masih aktif kenapa liga 1 tidak bisa di buka malah di suruh aktifkan paket nya aneh sekali.,Negatif,9/27/2024 10:42
1,"Paket saya aktif sampai 23 oktober 2024, tapi kenapa saya tidak bisa menonton livestreaming liga1 maupun vidio premier?",Negatif,9/27/2024 10:29
1,Saya beri bintang 1 karena sinetron film kesukaan saya sudah berubah dulu tanpa langganan sekarang harus langganan mengapa kita harus bayar?,Negatif,9/27/2024 10:25
1,Kenapa saya mau upgrade langganan platinum proses pembayaran nya lewat dana gak bisa2.,Negatif,9/27/2024 10:20
1,Paketku abis tgl 13 kok malah sekarang disuruh beli lagi .dancokkk....perbaiki woyyy....ora tanggung jawab ..TDK bisa nnton liga 1,Negatif,9/27/2024 10:10
5,👍,Positif,9/27/2024 9:12
4,Kenapa sekarang jadi prabayar semua wwkwkwkwkkwkkk,Negatif,9/27/2024 6:53
1,"Harga paket makin mahal, kadang nnton film udah samapai pertengahan malah balik ulang dari awal. Gak becus yg buat ni apk, mau duit nya doang, kagak mau bertanggung jawab bikin ni apk menjadi labih baik...",Negatif,9/27/2024 6:11
1,Tidak dapat menonton vidio,Negatif,9/27/2024 3:40
1,Makin ribet..bayar pakai dana GK bisa..lewat alfamart GK bisa...pilihannya cuma pakai pulsa ..hancur vidio,Negatif,9/27/2024 3:00
4,Official brodcast EPL,Positif,9/27/2024 2:58
1,Mahal untuk rakyat di bawah rata rata,Negatif,9/27/2024 2:53
1,"Percuma beli paket mahal² tapi gak bisa muter film drakor, error terus.. kecewa.. alasan nya gangguan jaringan, helloooww aku pake Wifi & aku tinggal dikota,, aplikasi lain Lancar, knp aplikasi Vidio begindang.. parah iiiii.. sangat buruk.",Negatif,9/27/2024 2:18
5,good aplikasi,Positif,9/27/2024 1:01
2,"Kurangi iklan nya 1 episode ada 3 iklan aja jangan lebih, jadinya malah saya nonton iklannya bukan videonya",Negatif,9/27/2024 0:18
5,Sangat bagus,Positif,9/26/2024 18:39
3,"Masa setiap Nonton Tayangan selalu ga bisa menerima Perangkat,jelas"" Gw hp baru,Penyimpanan Besar,semakin di Update,semakin Rumittttt .. Tolong dong diperbaiki lagi",Negatif,9/26/2024 17:36
5,Ulis Rahabaet,Positif,9/26/2024 17:33
4,Belum maksimal gambarnya dan sering lobet,Negatif,9/26/2024 15:54
5,Bagus,Positif,9/26/2024 13:52
1,gagal memuat terus filmnya,Negatif,9/26/2024 13:19
1,Bapuk setiap nonton film pasti selalu eror kalo di cepetin,Negatif,9/26/2024 12:26
4,Tolong dong harganya jangan mahal mahal turunkan harganya padahal ini apk yg saya suka karena bisa nonton bola dll kembalikan harga seperti semula jdi 59rb masak ini sampe 102rb,Negatif,9/26/2024 12:25
1,assalamualaikum minta maaf kak tiba-tiba suara itu putus-putus tapi sinyal wifi aman,Negatif,9/26/2024 11:14
1,Paan sih suka tiba tiba berenti dan gak bisa di tonton karna hilang koneksi internet masa wifi kenceng dan bisa buka sosmed lagi vidio ini suka beda sendiri.. yang mau berlangganan mikir² aja deh ya,Negatif,9/26/2024 11:13
1,Kalo udah jatuh tempo berlangganan jangan main potong saldo orang ! Pertanyakan dulu mau lanjut berlangganan apa engga kalo kaya gtu sama saja dengan pemaksaan !!,Negatif,9/26/2024 11:09
5,Hay min tolong bantu saya. Uang saya belum masuk Dikarena saya tidak jadi beli paket 1 bulan.dengan harga 43.0000 Nasib uang saya kemana min.?. Apakah di makan aplikasi vidio.? Atau di makan aplikasi Google play Tolong bantu min Padahal dana sudah kembali namun tidak masuk ke mode pembayaran shoppe pay saya.. Terima kasih min Tolong bantu.. Aneh nya pembayaran dilakukan secara otomatis. Pengenbalian tidak secara berkala tersebut Orang kaya dengan aset Besar nya Akan ancur ketika memakan uang ..,Negatif,9/26/2024 10:44
3,Aplikasi jelek ....mau nonton aja susah,Negatif,9/26/2024 10:38
1,Tiba2 tidak bisa dibuat streaming membuka di aplikasi,Negatif,9/26/2024 8:24
5,Keren,Positif,9/26/2024 8:24
1,Butut eror mulu tidak bisa berlangganan,Negatif,9/26/2024 7:20
5,MAKASIH PIHAK FIDIO AKU SUKA BANGET SAMA APK NYA AKU KASIH BINTANG LIMA SEMOGA SUKSES DAN TERUS BUAT PARA PENDOWLOD BISA BAHAGIA,Positif,9/26/2024 4:51
1,"GA JELAS KOMPLAIN AJA DIPERSULIT, mau bukti ini mau itu, udah dikasi semua, minta lagi, pembelian sudah berhasil, PAKETMU ITU GAK AKTIF DI APLIKASI",Negatif,9/26/2024 4:01
5,Time yang download buat vote bunda fauzana kumpul,Positif,9/26/2024 3:42
2,Kenapa ya setiap nonton ada iklan langsung mati JD nonton GK seru,Negatif,9/26/2024 2:21
1,Aneh padhal udah sering beli pket sekarang susah pembayaran di tolak mulu ngomong nya pulsa saya gak cukup padahal ada cukup buat beli paket,Negatif,9/26/2024 2:11
1,Kecewa. Perpanjang paket tanpa konfirmasi dl . Mana mahal banget.,Negatif,9/26/2024 1:13
1,Jelek banget! Dipake nonton streaming bola di tv selalu keluar sendiri padahal jaringan bagus. Bad aplikasi 👎👎,Negatif,9/25/2024 20:57
1,Udah langganan pas nonton tim bola kesayang gak bisa dibuka alias lemot.. nyesel dah.. padahal seminggu cuma nonton 2x... notifnya lancar pas live siaran bufering👎👎👎👎,Negatif,9/25/2024 19:09
5,Boedoet 97/52/145/1908...👍👍👍,Positif,9/25/2024 18:36
4,Good luck,Positif,9/25/2024 18:00
1,"Nyesel berlangganan,ga tau nya ga bisa buka film2 yg ada,sudah berlangganan di suruh berlangganan lagi,,ampun deh mending berlangganan primevideo aja ga ribet",Negatif,9/25/2024 16:35
1,"sumpahh capek akuu, udah bayar langanan mahal"" ehh malah gak bisa di putar, mesti error Mulu kalau mau nonton series nya, episode 1&2 lancar tapi episode 3 dan seterusnya malah gak bisa di tontonan hanya loding teruss, mohon di benarkan dong rugi ini saya bayar mahal""",Negatif,9/25/2024 16:03
4,"Tolong di update vidio"" Movie nya + anime dll.",Positif,9/25/2024 15:02
1,"Paket mahal , Jaringan bagus loading terus . Banyak lagnya , kacauu pokoknya. Kecewa berlangganan 😅",Negatif,9/25/2024 14:35
1,Nonton bola aja GK bisa asu,Negatif,9/25/2024 14:00
2,Nih apk makin kesini makin ngga jelas. Kadang buat nonton film ataupun nonton live streaming ngga bisa. Tolong lah di benerin nih apk.,Negatif,9/25/2024 14:00
5,Aplikasi yg membantu,Positif,9/25/2024 13:41
1,mahal cuma buat nonton sekali,Negatif,9/25/2024 13:35
1,apk gak bermanfaat,Negatif,9/25/2024 13:24
1,Kenapa ada tulisan playing 00MB/s dll ganggu pemandangan. Gimana cara ngilanginnya ya?,Negatif,9/25/2024 13:00
1,"Seenak jidat motong saldo org,mau ambil paketan nya aja gak nih malah dipotong,paket nya lebih dari 1 yg mau diperpanjang ini malah memperpanjang sendiri,berlangganan aj gak !!!",Negatif,9/25/2024 12:48
5,Saya suka siaran dan semuanya,Positif,9/25/2024 12:42
1,paket 26ribu saya hilang belum sempat saya pakai,Negatif,9/25/2024 12:29
1,Kebanyakan iklan ganggu tayangan utama,Negatif,9/25/2024 11:50
1,"Gua dah langganan vidio dari dulu, makin mahal aja tu harganya, malah voucher diskon gak gunanya juga kalo tetep sama harga nya itu, trik marketing nya terlalu jelas. Maaf mending gua skip aja lah",Negatif,9/25/2024 11:44
1,Kalau gak niat nayangin gratsi gak usah live,Negatif,9/25/2024 11:28
4,"Tolong tambahkan pengaturan tema tampilan vidio, agar bisa diganti mode gelap ataupun terang, ini yg sekarang digunakan mode gelap terus, sakit mata dan bosan terkadang melihat tampilannya",Negatif,9/25/2024 8:30
1,"Gilak parah naiknya. Dari 59rb, ke 80rb, sekarang jadi 150rb ngeriii ga tuhhh. Makin kesini naik nya ga ngotak!!",Negatif,9/25/2024 8:30
1,Mau daftar paket aja susah. Useless,Negatif,9/25/2024 7:48
1,Nyesel ... Film buluk semua isinya. Sedikit pula. Resulusinya juga rendah banget,Negatif,9/25/2024 6:06
4,"kadang gambar bisa burix,tapi gpp",Negatif,9/25/2024 5:41
1,"Saya sudah membayar sebanyak 4 kali ,dan paket saya belum juga aktif",Negatif,9/25/2024 3:04
3,"Mohon maaf,ini knp ya akhir2 ini kalo puter film sering putus2 kejeda2...awal pake wifi sinyal penuh gak keputer akhirnya pake data,sinyal jg penuh msh sama putus2...pernah jg on/off hape stlh itu lancar nonton 1 film...hari berikutnya mau nonton lg,putus2 lg smpe skrg...mohon penjelasannya??",Negatif,9/25/2024 1:06
5,Usahakan terus jaringannya lancar dan bagus...jgn sampai lemot🙏🙏🙏...jgn terlalu mahal...👌,Positif,9/24/2024 23:59
2,"Masa pulsa 50.000 masih aja pulsa tidak cukup buat langganan,, padahal tertulis harga 39.000",Negatif,9/24/2024 17:17
5,Bagus banget aplikasi yah,Positif,9/24/2024 16:23
3,Paket untuk liga inggris semakin mahal...,Negatif,9/24/2024 16:20
3,Cukup bagus tapi tolong di perbaiki lagi masa baru beberapa episode gangguan terus,Negatif,9/24/2024 15:59
1,"Iklan ny smkin bnyak dan smakin pnjang, gak bsa d skip lagi, hrusnya contoh aplikasi sebelah tanpa iklan..",Negatif,9/24/2024 13:47
1,Banyak ikan kurang asik pas lgi nonton film kecewa,Negatif,9/24/2024 13:09
1,"Saya mau beli paket premium masa di bilang ga ada pulsa atau pulsa tidak mencukupi padahl pulsa sudah 50rb, harga paket cuma 44 rb doang, gimana sih tolong dong konsumen mau nnton beli premium aja di persulit",Negatif,9/24/2024 12:41
5,Aplikasi nya bgus banget,Positif,9/24/2024 12:40
3,"Saya mau beli paket 1 bulan harga Rp. 139 + pajak 15 rb total 154 rb pulsa 174 ribu kok bisa masih kurang, sebenary berapa total pajak yang harus di bayarkan. Kenapa paketnya makin mahal",Negatif,9/24/2024 11:46
1,"Kebanyakan iklan, iklan nya gk bisa di cepetin lagi .",Negatif,9/24/2024 11:37
1,Gak bisa berhenti langganan ...otomatis pulsa kita di sedot..parah ini aplikasi,Negatif,9/24/2024 10:48
3,"Bisa juga nonton tv baik secara tiba""fràktis juga",Positif,9/24/2024 10:28
5,Lumayan menghabiskan quota.....,Negatif,9/24/2024 10:16
3,Jadi banyak loding nya,Negatif,9/24/2024 10:03
1,Tidak bisa menampilkan film yang saya inginkan,Negatif,9/24/2024 8:20
3,"Poin 3 karena gratis di awal, kalau bulan depan harganya ngga mahal saya beri poin 5",Negatif,9/24/2024 4:24
3,Kadang suka lah,Negatif,9/24/2024 4:11
3,"Sebelum aplikasi diperbaharui buat nonton lancar, tapi kenapa setelah aplikasi diperbaharui bukannya makin bagus malah filmnya ngga bisa diputar, trus sering banget tiba tiba filmnya ngulang dari awal lagi dari menit pertama, jadi ngga seru nontonnya",Negatif,9/24/2024 3:26
4,"Bagus sih aplikasi streamingnya, tapi tolong harga paketnya sama PPN nya kurangin dong, kemahalan harganya",Negatif,9/24/2024 3:18
1,Thank You & Good Bye Buat Aplikasi Vidio Kenapa Saya Kasih Bintang 1 Kepada Aplikasi Vidio? Alasannya Cuma 1 Karena Konten Aplikasi Vidio Sudah Tidak Cocok Lagi Dengan Selera Saya Yang Sangat Mementingkan Hiburan Kelas Dunia Sedangkan Aplikasi Vidio Hanya Menjual Acara Olahraga Saja & Konten Yang Biasa Saja Kalau Menurut Saya Sedangkan Saya Bukan Pecinta Olahraga Ya Harap Maklum,Negatif,9/24/2024 0:04
3,Sayang nggak ada Anichin/donghua ataupun Drama China,Negatif,9/23/2024 23:30
5,Abang please kapan dibuat lagi episode pangerannya filmnya seru,Positif,9/23/2024 21:21
1,Saya lupa massuk akun viva krn make hp baru padahal sy daftar paket bulanan bgmana solusinya ya,Negatif,9/23/2024 20:42
1,P3mbayaran sering bermasalah.udah bayar ga bisa akses.jadi sering doble bayar.cukup mengecewakwn.,Negatif,9/23/2024 19:25
5,Berapa kali mau donloat video tapi tida bisa,Negatif,9/23/2024 18:31
1,"Kalau kualitas tv digital indosiar bagus saya malas instal dan berlanggan vidio,,,lemot dan buffering terus",Negatif,9/23/2024 17:41
3,It's good tapi masih terlalu banyak iklan,Negatif,9/23/2024 17:18
1,Aplikasi pemerasan,Negatif,9/23/2024 16:53
1,"Apaan sih, udah berlangganan masih ada aja iklan, udah gitu suara iklan bya gede bgt, bikin kaget, ganggu bgt!!!",Negatif,9/23/2024 16:33
1,Harga paket semakin lama semakin mahal,Negatif,9/23/2024 15:56
1,Mana film indo horror nya ? Kok cuman film horror pendek & kebanyakan bukan film yang biasa tayang di bioskop ?,Negatif,9/23/2024 14:00
5,Oke banget deh,Positif,9/23/2024 13:53
1,"terlalu sering buffering, langganan 1 tahun buat tv tapi malah ga bisa diputar",Negatif,9/23/2024 13:16
3,"Udah beli yg 154k, kok gak ada serie A nya? Ditulisannya dapet serie A, tapi ini gak ada",Negatif,9/23/2024 13:13
1,"internet bagus, tapi aplikasi tetep buffering mulu, padahal sudah hapus cache, tidak ada perubahan",Negatif,9/23/2024 12:07
1,"Notifikasi langganan muncul Mulu, pengen berhenti padahal. Butuh duit amat si",Negatif,9/23/2024 12:03
1,Di update malah ga bisa buka video kirim email bikin pusing perpanjang paket malah ga bisa di putar,Negatif,9/23/2024 11:30
1,Makin mahal kesini makin mahal paketnya. . sering lemot pula . .,Negatif,9/23/2024 11:26
1,Gajelas aplikasi sering error aplikasi lucu kocak kocak kocak,Negatif,9/23/2024 9:49
1,"layanan paket pada video sungguh mengecewakan, customer service pun buruk dalam pelayanan",Negatif,9/23/2024 9:42
1,"Jelek apk nya. Loading bangettt, iklan bejibun pulaa. Paketnya juga mahal banget",Negatif,9/23/2024 9:40
1,"Berbayar doang, tapi kualitas live liga 1 nya busuk.",Negatif,9/23/2024 9:38
5,Suka aplikasi video banyak acara tv bisa d lihat d sini,Positif,9/23/2024 9:38
1,"Aplikasi ga jelas masa ditungguin nggak mulai mulai videonya, jadi aing tinggalen nonton persibna.",Negatif,9/23/2024 9:33
1,"Terlalu banyak hal yang menyusahkan dan gak sesimple dulu,kalo dulu mau nonton gampang Skrang Mlah di persulit klo gni trs GK ada orng yg mau download ni apk mending ccepat2 di perbaiki",Negatif,9/23/2024 9:19
1,"No ton Persib vs Persija malah gangguan Mulu,padahal sinyal bagus terus di tv gak gangguan aneh emang video",Negatif,9/23/2024 9:04
1,"tiap livestream bola patah patah padahal jaringan bagus, tiktok, instagram, yt, lancar semua",Negatif,9/23/2024 9:04
3,Vidio live streaming lag,Negatif,9/23/2024 9:04
1,"Bad job , sangat mengecewakan SDH berlangganan gak bisa ke projector....very poor aplikasi",Negatif,9/23/2024 8:51
1,Mau nonton bola aja susah cok hidup di konoha,Negatif,9/23/2024 8:47
1,mau liat bola aja bayar👎🏽,Negatif,9/23/2024 8:39
1,gembel,Negatif,9/23/2024 8:31
1,Buat apa bikin apk kalau pake uang??,Negatif,9/23/2024 8:28
1,kaya bea cukai aja tuh mahal banget,Negatif,9/23/2024 8:15
1,"iklan nya terlalu banyak sekali, sebenernya gapapa sih kalo ada iklan tapi masa 1 episode ada 5 kali lebih iklan nya kasih satu ada 2 aja cukup plis",Negatif,9/23/2024 6:48
5,"Untuk aplikasi ini harganya terlalu mahal,belum pajak nya yg tinggi untung saja saya memakai kartu Smartfren, kuota 30GB 30D 60K bisa dapat langganan gold video 30 hari",Negatif,9/23/2024 5:32
1,Aplikasi dungu mau di beli gabisa di pencet langganan,Negatif,9/23/2024 5:26
1,Serie A min kok tdk di siarkan lg?,Negatif,9/23/2024 5:23
1,Liat Video y sering gambar ilang loding y ga bisa di puter percuma premium,Negatif,9/23/2024 5:12
1,Ini saya mau beli paket tapi masukan sandi salah terus padahal udah di ganti sandi nya,Negatif,9/23/2024 3:27
1,Knpa aplsi ini bnyak ikln ea burus jga makn pakit,Negatif,9/23/2024 0:26
5,"ok banget, keren",Positif,9/22/2024 23:37
1,iklan nya bayak banget,Negatif,9/22/2024 22:54
1,"Ah, pepeek pepek.. ga dikasi tau, ya udh balikin duit gw😮‍💨",Negatif,9/22/2024 22:28
1,Niat mo nonton seri A ...malah g ad. Hadeeeh,Negatif,9/22/2024 20:50
3,kenapa sekarang paket platinum gak ada serie A liga itali ?,Negatif,9/22/2024 19:20
1,Udh chanel berkurang bermasalah mulu lagi heran,Negatif,9/22/2024 17:54
1,Lewat pulsa apa sudah gk bisa,Negatif,9/22/2024 17:48
5,Tolong hilangkan iklan shopee dll saat dlm pertandingan,Negatif,9/22/2024 16:29
2,"Semenjak musim 2024/2025 kok selalu lemot banget loadingnya ya. Masa iya tiap nonton match hrs reinstall sama restart hp dulu. Klo misal gara"" hp gw kentang, lah 2 musim terakhir lancar aja kok. Tolong diperbaiki, kok kayaknya makin berat",Negatif,9/22/2024 16:11
4,"Min Kenapa aplikasi video sering terjada padahal jaringan stabil, apakah video tidak bisa di perbarui",Positif,9/22/2024 15:37
5,GOOD..,Positif,9/22/2024 15:34
3,Vidio yg ditonton keseringan Loding,Negatif,9/22/2024 15:18
1,Aplikasi pencurii 🤬😡😤 udah bayar paket platinum 85rb baru sehari kok hilang. terus komplenya kemana ayingg,Negatif,9/22/2024 15:02
1,"Cih aplikasi apaani masa muter""terus mau nonton jadi keganggu kadang keluar sendiri",Negatif,9/22/2024 14:56
5,Sy suka aplikasi ini karna smua saluran tv nasional ada. mantaaap.....,Positif,9/22/2024 14:53
1,App paling parah. Sering upgrade tapi nggak ada perbaikan sama sekali. Banyak ngasi ulasan buruk tapi kayak yang ada perbaikan. Kalo nggak ada sport mah selesai ini app,Negatif,9/22/2024 14:50
5,"Bagus sekali, tapi kurang seria A nya aja",Negatif,9/22/2024 13:58
1,"gimana ini saya sudah langganan tapi bermasalah gabisa nonton live bola,aplikasi apaan nyesel saya berlangganan",Negatif,9/22/2024 13:21
1,ini kenapa ya padahal sudah log in dan sudah masuk akun vidio tapi pas keluar dan pas mau buka aplikasi lagi malah disuruh log in lagi...macam aplikasi mobile banking sajaaa,Negatif,9/22/2024 13:04
2,kabayakaann iklan nyaaa,Negatif,9/22/2024 12:31
3,Saya kok tidak bisa lihat tayangan bola ? Sering ada gangguan padahal sudah bwli paket,Negatif,9/22/2024 12:30
1,Sangat di sayangkan tidak menyiarkan liga Italia saya sangat kecewa,Negatif,9/22/2024 12:05
5,Mantul,Positif,9/22/2024 12:04
1,Aplikasi bangke ngga bisa striming alasanya tidak terhubung jelas2 internetnya ada,Negatif,9/22/2024 11:56
5,Mantul,Positif,9/22/2024 11:47
5,Bgus,Positif,9/22/2024 11:35
3,gak bisa mirror ke tv padahal kemaren bisa mohon bantuanya,Negatif,9/22/2024 10:29
1,"Udah beli paket diamond 1 tahun eh malah nda nyiarin liga italia lagi, kirain kayak tahun lalu nyiarin liga italia.",Negatif,9/22/2024 9:08
3,"Mohon perbaiki aplikasi vidio ke settingan semula, karena semua acara rata-rata untuk anak-anak, atas perhatiannya saya ucapkan terima kasih 🙏",Negatif,9/22/2024 8:52
3,Ko gangguan jaringan aja ya?? Jadinya ngulang2 terus?? Padahal aplikasi yg lain lancar2 aja??,Negatif,9/22/2024 8:47
4,Terimakasih admin 🙏,Positif,9/22/2024 8:03
1,"Makin kesini makin burik makin jelek sering macet padahal sinyal bagus, Beda sama netflix berbayar tapi lancar mo macet²......",Negatif,9/22/2024 6:38
1,"Sya uda beli paketnya kok masih ja blum bisa nontonya .. Padahal saldo uda kepotong, gimana imi mind",Negatif,9/22/2024 4:07
1,Iklan terlama,Negatif,9/22/2024 2:16
5,oke saya sudah lapor di layananya..udah diperbaiki bisa lagi..maaf ya tadi saya kasih bintang 1..ini saya kasih bintang 5,Positif,9/21/2024 21:07
1,"Ini aplikasi apa sih ga jelas gw mau nonton film malah kembali teruss..! Kata-kata buat vidio ""benerin dulu aplikasi lu""",Negatif,9/21/2024 20:33
5,Ok,Positif,9/21/2024 19:06
1,"Makin kesini makin parah layanan vidio harga paket naik nya ga ngotak tp layanan siaran nya jelek,enak² nnton tiba² keluar sendiri padahal sinyal bgs,mau masuk lagi berat banget apl nya ga masuk² hampir tiap hari minta upgrade tp ga ada perubahan malah makin ancur,klo bukan karna M.U ga bakalan gue berlangganan di apl kaya gni,udh tau ratting apl nya jelek bukan nya di perbaiki malah makin ancur apalg klo ada live bola,apl berlangganan TERPARAH yg pernah gue alamin,harga ga ngotak layanan buruk",Negatif,9/21/2024 18:43
5,Saya Siyap Menerima ini,Positif,9/21/2024 17:55
3,Makin kesini makin banyak ngeleg nya saat nonton series. Tolong perbaiki kualitasnya,Negatif,9/21/2024 16:25
3,Yaah udah bela belain langganan paket.. Gak taunya Liga Italia Serie A gak ada di vidio.,Negatif,9/21/2024 16:09
1,ini gimana sih.saya beli aket premier league ko gak bisa.pdahal pulsa nya cukup.malah di tolal karena alasan pulsa tidak cukup.aneh bgt,Negatif,9/21/2024 16:07
5,Bagus sih bagus bisa nonton sebelumnya atau sudah di download thank develover aku bisa nonton tv di hp walaupun bayar coba gratis GG banget mohon updatenya supaya gratis nanti banyak peminatnya download banyak tapi kalo gak mahal nurunin harga lah jadi murah buat makan jajanan ku habis cepat,Positif,9/21/2024 15:59
1,"Gak pernah bisa ntn liga inggris di android tv, device reach limit terus, gak dikasih tau limitnya berapa, gak dikasih tau yg masih login siapa saja, sudah beli paket paling mahal buat semua device, masih saja gak bisa, Sudah logout yg di HP dan tablet masih saja gak bisa Dan ini sudah kejadian dari tahun"" lalu",Negatif,9/21/2024 15:36
1,VIDIO RUSAK SUDAH BELI PAKET TAPI GA BISA NONYON LOADING UDAH LAMA DITUNGGUIN GA PLAY VIDIONYA ANEH VIDIO RUSAK BINTANG 1 COBA AJA KALO ADA BINTANG 0 PASTI SAYA KADIH BINTANG 0,Negatif,9/21/2024 15:21
1,Lemot,Negatif,9/21/2024 13:55
3,C.. N .,Negatif,9/21/2024 13:51
1,Saya SDH bayar qris lewat tv tp di hp saya TDK bisa connect?,Negatif,9/21/2024 13:49
5,Terimah kasih banyak,Positif,9/21/2024 13:43
4,Serie A dah gk ada min?,Negatif,9/21/2024 13:28
1,"Aplikasi gak jelas. Sudah langganan buat nonton gp tp iklan nya banyak banget, tiap menit iklannya muncul. Buat apa dibayar tp iklan masih ada terus-terusan.",Negatif,9/21/2024 13:27
1,Jelek sekarang Lagi live berhenti loading lagi...,Negatif,9/21/2024 13:22
1,"Tambah di update mikin buruk, mau perpanjang pembayaran lewat pulsa gak bisa notif ""pembayaran di tolak karena pulsa anda tidak cukup"" padahal pulsa ku masih masih 200k heran",Negatif,9/21/2024 13:08
1,"Aplikasi bikin kesel,cuman iklan terus isinya,bangs@t bener dah,enga ngotak",Negatif,9/21/2024 13:05
5,Mudah menonton olahraga pada vidio,Positif,9/21/2024 12:58
1,"Susah banget nonton film di Vidio, wkt sy klik putar/lanjut nonton, harus di klik berkali2 baru vidio d putar, atau wkt klik putar kembali ke menu awal. Huft susah bener, wkt mau lanjut berlangganan, harus masuk email dlu dan kl lupa password duh ribet.. Ndak bs bikin aplikasi yg lebih simple gtu kah, mau nonton aja ribet. Sbenarnya aq suka mau ngikutin film2 yg tersedia",Negatif,9/21/2024 12:48
1,aplikasi sampah😄😄,Negatif,9/21/2024 12:09
5,9 mop .,Positif,9/21/2024 12:07
1,"Ini kenapa langganan platinum mahal banget utk smw prangkat , awalnya d blg 154rb sekian sudah ppn . . Tp kenapa total kseluruhan pulsa telkomsel habis Rp 182.063 . .pantes tiap x isi pulsa 170an ga bisa harus 200rb baru bisa langganan.. jd gimana min d aplikasi tertulis 154rb sekian. Tp kenapa pya saya habis Rp 182.063 . Waduuh mahal banget.",Negatif,9/21/2024 11:44
3,"Bagaimana cara mengatasi? Masalah ""gagal menampilkan halaman"" yg berulang2",Negatif,9/21/2024 11:24
1,Gak asik paket premier league only dihapus,Negatif,9/21/2024 11:24
1,"Kenapa vidio yg terbaru misalnya menduda eps 1tidak bisa ditonton padahal sudah berlangganan setiap mau nonton terjadi masalah gtu terus wifi lancar tolong solusinya, setiap saya minta solusinya katanya buat vidio yg terjadi masalah ribet bngt ,tolong solusinya itu yg mudah ga ribett",Negatif,9/21/2024 11:06
1,"Sudah berhenti berlangganan, tpi saldo sya tetap terpotong. Tolong kembalikan saldo sya.... Sangat merugikan",Negatif,9/21/2024 10:16
3,Banyak kali iklan y apali iklan vaslin paling lama bikin gk Beta nonton,Negatif,9/21/2024 8:12
5,Bagus sekali,Positif,9/21/2024 8:01
1,Ngelek videonya,Negatif,9/21/2024 7:12
3,Fitur untuk nonton RTV dan NET TV kok kaga ada ya min di akun aku padahal sering update lo? Ntar klau udah ada bintangnya di tambahin lagi🙏,Negatif,9/21/2024 4:43
1,Udah bayar mahal2 mau nonton malah loading ngeblank gak kelar kelar. Gak rekomended bgt. Mending netflix,Negatif,9/21/2024 4:17
3,"apk nya udah bagus banget dan lengkap tapi tolong iklan nya agak dikurangi ya masa nonton 1 film iklan nya lebih dari 5+lama"" jadi mengganggu banget🙏",Negatif,9/21/2024 3:16
1,"Sudah beli paket, gak bisa nonton juga. Nggak ada hotline service, aplikasi macam apa ini.",Negatif,9/21/2024 2:48
1,"Harga paket makin lama makin mahal. Sekarang ini harga paket termasuk sangat mahal, kenaikan harganya terlalu banyak. Pajaknya juga tinggi. Selain itu, banyak film2 yg hilang. Padahal sudah dimasukkan watchlist, ketika mau ditonton film sudah hilang, dipencarian pun juga tidak ada. Tolonglah utk harga paket sewajarnya, kalau sudah harga 59ribu ya segitu saja tak perlu dinaikkan. Terus juga mohon kembalikan film2 yg hilang, gak perlu lah dihilangkan utk film2nya. Kalau bisa malah ditambah.",Negatif,9/21/2024 2:22
5,Mantap,Positif,9/20/2024 23:05
1,Aplikasi jelek,Negatif,9/20/2024 22:31
1,BURUKKK SANGAT AMAT BURUK!!!!!!,Negatif,9/20/2024 17:30
1,"Paket premier league naik teruuuss, skarang 139 ribu, belum PPN. Serius nih? 150 ribu perbulan, tiap minggu paling cuman nonton 1 match, sebulan 4 kali dan gw harus bayar 150?? Oooh tidaak. Nyari yg gratisan ajah dah, harganya udah ga ngotak.",Negatif,9/20/2024 16:30
1,Kontllllll kebanyakan iklan bangsatttt,Negatif,9/20/2024 15:15
1,kebanyajan iklan,Negatif,9/20/2024 14:32
1,"Sangan buruk, berbayar tapi pas live habis sama durasi iklan, aplikasi anjink",Negatif,9/20/2024 14:30
1,"Udah langganan, masiih aja ada iklan.terakhir berlanggan bulan ini, ngeselin banget.. Iklan lewat juga ditengah live,panjang kaya gerbong kereta api...",Negatif,9/20/2024 14:30
5,Sangat lengkap saya suka sekali ...,Positif,9/20/2024 14:29
1,"Bayar mahal2 paket SpoTV, malah banyak iklan di saat pertandingan badminton belum kelar. Tolong perbaiki kualitas langganan",Negatif,9/20/2024 14:15
1,"Layanan film yg B aja pun masuk premium, apa-apaan",Negatif,9/20/2024 13:53
1,"aplikasi sampah, udah bela belain beli paket platinum berharap aman dan lancar"" ini pas nonton series sering loading buffering ga jelas.. lebih baik pindah aplikasi saja daripada berulang kali buffering terus!!!!",Negatif,9/20/2024 12:37
2,"Kenapa suka lemot sih kl pas nonton series tiba2 nge bug sendiri, heran bgt",Negatif,9/20/2024 12:36
4,serie a udah ada belum bang?,Positif,9/20/2024 11:57
5,Mga bisa puas kalo krang memuaskan paksa q apus,Positif,9/20/2024 11:55
1,"Pas mau nonton tiba"" Perangkat bermasalah gatau knpa kalo di relog itu bisa kembali kalo keluar misal ditinggal scroll tiktok trus kembali buat nonton mesti perangkat bersama pdahal wifi dan nyambung",Negatif,9/20/2024 10:34
1,Selalu terpotong saldo di dana u berlangganan video tanpa pemberitahuan,Negatif,9/20/2024 9:57
5,Bagus banget,Positif,9/20/2024 9:50
